name,bm25_weight,dense_weight,rrf_k,candidate_k,final_top_k,query_count,labeled_query_count,unlabeled_query_count,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,recall_at_50,mrr,mrr_cutoff,delta_recall_at_1,delta_recall_at_3,delta_recall_at_5,delta_recall_at_10,delta_recall_at_20,delta_recall_at_50,delta_mrr,better_than_dense_by_rr,worse_than_dense_by_rr,tied_with_dense_by_rr,dense_rank_1_count,dense_rank_1_preserved,dense_rank_1_degraded,hybrid_only_hit_at_3,dense_only_hit_at_3,hybrid_only_hit_at_5,dense_only_hit_at_5,hybrid_only_hit_at_10,dense_only_hit_at_10,pareto,queries_improved_at_1,queries_degraded_at_1,queries_tied_at_1,relevant_documents_gained_at_1,relevant_documents_lost_at_1,queries_improved_at_3,queries_degraded_at_3,queries_tied_at_3,relevant_documents_gained_at_3,relevant_documents_lost_at_3,queries_improved_at_5,queries_degraded_at_5,queries_tied_at_5,relevant_documents_gained_at_5,relevant_documents_lost_at_5,queries_improved_at_10,queries_degraded_at_10,queries_tied_at_10,relevant_documents_gained_at_10,relevant_documents_lost_at_10,queries_improved_at_20,queries_degraded_at_20,queries_tied_at_20,relevant_documents_gained_at_20,relevant_documents_lost_at_20,queries_improved_at_50,queries_degraded_at_50,queries_tied_at_50,relevant_documents_gained_at_50,relevant_documents_lost_at_50
bm25_1_dense_1.5_rrf_100_candidates_50_top_10,1.0,1.5,100,50,10,200,200,0,0.645,0.92,0.98,0.9875,0.9875,1.0,0.8120833333333333,10,-0.11499999999999999,-0.039999999999999925,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,0.0,-0.07258333333333344,3,35,162,159,133,26,0,8,0,1,0,2,False,2,26,172,4,28,0,8,192,1,9,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,0,200,0,0
bm25_1_dense_1.5_rrf_100_candidates_100_top_10,1.0,1.5,100,100,10,200,200,0,0.645,0.92,0.98,0.9875,0.9875,0.9925,0.8120833333333333,10,-0.11499999999999999,-0.039999999999999925,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,-0.007499999999999951,-0.07258333333333344,3,35,162,159,133,26,0,8,0,1,0,2,False,2,26,172,4,28,0,8,192,1,9,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,2,198,0,2
bm25_1_dense_2_rrf_1_candidates_10_top_10,1.0,2.0,1,10,10,200,200,0,0.75,0.9425,0.99,0.9925,1.0,1.0,0.8741666666666668,10,-0.010000000000000009,-0.01749999999999996,0.0024999999999999467,-0.0050000000000000044,0.0,0.0,-0.010499999999999954,0,11,189,159,157,2,0,4,0,0,0,1,False,0,2,198,1,3,2,5,193,3,6,1,0,199,1,0,0,1,199,0,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_1_candidates_20_top_10,1.0,2.0,1,20,10,200,200,0,0.75,0.9425,0.99,0.995,1.0,1.0,0.8741666666666668,10,-0.010000000000000009,-0.01749999999999996,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.010499999999999954,0,11,189,159,157,2,0,4,0,0,0,1,False,0,2,198,1,3,2,5,193,3,6,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_1_candidates_50_top_10,1.0,2.0,1,50,10,200,200,0,0.75,0.9425,0.99,0.995,1.0,1.0,0.8741666666666668,10,-0.010000000000000009,-0.01749999999999996,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.010499999999999954,0,11,189,159,157,2,0,4,0,0,0,1,False,0,2,198,1,3,2,5,193,3,6,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_1_candidates_100_top_10,1.0,2.0,1,100,10,200,200,0,0.75,0.9425,0.99,0.995,1.0,1.0,0.8741666666666668,10,-0.010000000000000009,-0.01749999999999996,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.010499999999999954,0,11,189,159,157,2,0,4,0,0,0,1,False,0,2,198,1,3,2,5,193,3,6,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_5_candidates_10_top_10,1.0,2.0,5,10,10,200,200,0,0.7125,0.9375,0.99,0.9925,1.0,1.0,0.85375,10,-0.04749999999999999,-0.022499999999999964,0.0024999999999999467,-0.0050000000000000044,0.0,0.0,-0.030916666666666703,2,18,180,159,148,11,0,5,0,0,0,1,False,1,11,188,3,13,1,5,194,2,6,1,0,199,1,0,0,1,199,0,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_5_candidates_20_top_10,1.0,2.0,5,20,10,200,200,0,0.7125,0.9375,0.99,0.995,1.0,1.0,0.85375,10,-0.04749999999999999,-0.022499999999999964,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.030916666666666703,2,18,180,159,148,11,0,5,0,0,0,1,False,1,11,188,3,13,1,5,194,2,6,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_5_candidates_50_top_10,1.0,2.0,5,50,10,200,200,0,0.7125,0.9375,0.99,0.995,1.0,1.0,0.85375,10,-0.04749999999999999,-0.022499999999999964,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.030916666666666703,2,18,180,159,148,11,0,5,0,0,0,1,False,1,11,188,3,13,1,5,194,2,6,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_5_candidates_100_top_10,1.0,2.0,5,100,10,200,200,0,0.7125,0.9375,0.99,0.995,1.0,1.0,0.85375,10,-0.04749999999999999,-0.022499999999999964,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.030916666666666703,2,18,180,159,148,11,0,5,0,0,0,1,False,1,11,188,3,13,1,5,194,2,6,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_10_candidates_10_top_10,1.0,2.0,10,10,10,200,200,0,0.7075,0.9325,0.99,0.9975,1.0,1.0,0.8504999999999999,10,-0.05249999999999999,-0.02749999999999997,0.0024999999999999467,0.0,0.0,0.0,-0.03416666666666679,2,18,180,159,147,12,0,6,0,0,0,0,False,1,12,187,3,14,1,6,193,2,7,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_10_candidates_20_top_10,1.0,2.0,10,20,10,200,200,0,0.7075,0.9325,0.9875,0.995,1.0,1.0,0.85,10,-0.05249999999999999,-0.02749999999999997,0.0,-0.0025000000000000577,0.0,0.0,-0.034666666666666734,2,19,179,159,147,12,0,6,0,0,0,1,False,1,12,187,3,14,1,6,193,2,7,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_10_candidates_50_top_10,1.0,2.0,10,50,10,200,200,0,0.7075,0.935,0.9875,0.995,1.0,1.0,0.85,10,-0.05249999999999999,-0.02499999999999991,0.0,-0.0025000000000000577,0.0,0.0,-0.034666666666666734,2,19,179,159,147,12,0,6,0,0,0,1,False,1,12,187,3,14,2,6,192,2,6,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_10_candidates_100_top_10,1.0,2.0,10,100,10,200,200,0,0.7075,0.935,0.9875,0.995,1.0,1.0,0.85,10,-0.05249999999999999,-0.02499999999999991,0.0,-0.0025000000000000577,0.0,0.0,-0.034666666666666734,2,19,179,159,147,12,0,6,0,0,0,1,False,1,12,187,3,14,2,6,192,2,6,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_20_candidates_10_top_10,1.0,2.0,20,10,10,200,200,0,0.7075,0.93,0.99,0.9975,1.0,1.0,0.8496666666666667,10,-0.05249999999999999,-0.029999999999999916,0.0024999999999999467,0.0,0.0,0.0,-0.03500000000000003,2,18,180,159,147,12,0,6,0,0,0,0,False,1,12,187,3,14,0,6,194,1,7,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_20_candidates_20_top_10,1.0,2.0,20,20,10,200,200,0,0.7075,0.93,0.9875,0.995,1.0,1.0,0.8489166666666667,10,-0.05249999999999999,-0.029999999999999916,0.0,-0.0025000000000000577,0.0,0.0,-0.03575000000000006,2,19,179,159,147,12,0,6,0,0,0,1,False,1,12,187,3,14,0,6,194,1,7,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_20_candidates_50_top_10,1.0,2.0,20,50,10,200,200,0,0.7075,0.93,0.9875,0.995,0.995,1.0,0.8489166666666667,10,-0.05249999999999999,-0.029999999999999916,0.0,-0.0025000000000000577,-0.0050000000000000044,0.0,-0.03575000000000006,2,19,179,159,147,12,0,6,0,0,0,1,False,1,12,187,3,14,0,6,194,1,7,1,1,198,1,1,1,1,198,1,1,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_2_rrf_20_candidates_100_top_10,1.0,2.0,20,100,10,200,200,0,0.7075,0.93,0.9875,0.995,0.995,1.0,0.8489166666666667,10,-0.05249999999999999,-0.029999999999999916,0.0,-0.0025000000000000577,-0.0050000000000000044,0.0,-0.03575000000000006,2,19,179,159,147,12,0,6,0,0,0,1,False,1,12,187,3,14,0,6,194,1,7,1,1,198,1,1,1,1,198,1,1,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_2_rrf_40_candidates_10_top_10,1.0,2.0,40,10,10,200,200,0,0.7075,0.93,0.99,0.9975,1.0,1.0,0.8488333333333334,10,-0.05249999999999999,-0.029999999999999916,0.0024999999999999467,0.0,0.0,0.0,-0.03583333333333327,2,18,180,159,147,12,0,6,0,0,0,0,False,1,12,187,3,14,0,6,194,1,7,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_40_candidates_20_top_10,1.0,2.0,40,20,10,200,200,0,0.7075,0.93,0.98,0.995,1.0,1.0,0.8479166666666668,10,-0.05249999999999999,-0.029999999999999916,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.03674999999999995,2,19,179,159,147,12,0,6,0,1,0,1,False,1,12,187,3,14,0,6,194,1,7,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_40_candidates_50_top_10,1.0,2.0,40,50,10,200,200,0,0.7075,0.93,0.9825,0.9925,0.995,1.0,0.8476388888888888,10,-0.05249999999999999,-0.029999999999999916,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.03702777777777788,2,19,179,159,147,12,0,6,0,1,0,1,False,1,12,187,3,14,0,6,194,1,7,1,2,197,1,2,1,2,197,1,2,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_2_rrf_40_candidates_100_top_10,1.0,2.0,40,100,10,200,200,0,0.7075,0.93,0.9825,0.9925,0.995,1.0,0.8476388888888888,10,-0.05249999999999999,-0.029999999999999916,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.03702777777777788,2,19,179,159,147,12,0,6,0,1,0,1,False,1,12,187,3,14,0,6,194,1,7,1,2,197,1,2,1,2,197,1,2,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_2_rrf_60_candidates_10_top_10,1.0,2.0,60,10,10,200,200,0,0.7075,0.93,0.99,0.9975,1.0,1.0,0.8488333333333334,10,-0.05249999999999999,-0.029999999999999916,0.0024999999999999467,0.0,0.0,0.0,-0.03583333333333327,2,18,180,159,147,12,0,6,0,0,0,0,False,1,12,187,3,14,0,6,194,1,7,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_60_candidates_20_top_10,1.0,2.0,60,20,10,200,200,0,0.7075,0.93,0.98,0.995,1.0,1.0,0.8479166666666668,10,-0.05249999999999999,-0.029999999999999916,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.03674999999999995,2,19,179,159,147,12,0,6,0,1,0,1,False,1,12,187,3,14,0,6,194,1,7,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_60_candidates_50_top_10,1.0,2.0,60,50,10,200,200,0,0.7075,0.93,0.9825,0.9875,0.995,1.0,0.8470833333333333,10,-0.05249999999999999,-0.029999999999999916,-0.0050000000000000044,-0.010000000000000009,-0.0050000000000000044,0.0,-0.03758333333333341,2,19,179,159,147,12,0,6,0,1,0,2,False,1,12,187,3,14,0,6,194,1,7,1,2,197,1,2,1,3,196,1,3,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_2_rrf_60_candidates_100_top_10,1.0,2.0,60,100,10,200,200,0,0.7075,0.93,0.9825,0.9875,0.9875,1.0,0.8470833333333333,10,-0.05249999999999999,-0.029999999999999916,-0.0050000000000000044,-0.010000000000000009,-0.012499999999999956,0.0,-0.03758333333333341,2,19,179,159,147,12,0,6,0,1,0,2,False,1,12,187,3,14,0,6,194,1,7,1,2,197,1,2,1,3,196,1,3,0,3,197,0,3,0,0,200,0,0
bm25_1_dense_2_rrf_100_candidates_10_top_10,1.0,2.0,100,10,10,200,200,0,0.7075,0.93,0.99,0.9975,1.0,1.0,0.8488333333333334,10,-0.05249999999999999,-0.029999999999999916,0.0024999999999999467,0.0,0.0,0.0,-0.03583333333333327,2,18,180,159,147,12,0,6,0,0,0,0,False,1,12,187,3,14,0,6,194,1,7,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_100_candidates_20_top_10,1.0,2.0,100,20,10,200,200,0,0.7075,0.93,0.98,0.995,1.0,1.0,0.8479166666666668,10,-0.05249999999999999,-0.029999999999999916,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.03674999999999995,2,19,179,159,147,12,0,6,0,1,0,1,False,1,12,187,3,14,0,6,194,1,7,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_2_rrf_100_candidates_50_top_10,1.0,2.0,100,50,10,200,200,0,0.7075,0.93,0.9825,0.9875,0.9875,1.0,0.8470833333333333,10,-0.05249999999999999,-0.029999999999999916,-0.0050000000000000044,-0.010000000000000009,-0.012499999999999956,0.0,-0.03758333333333341,2,19,179,159,147,12,0,6,0,1,0,2,False,1,12,187,3,14,0,6,194,1,7,1,2,197,1,2,1,3,196,1,3,0,3,197,0,3,0,0,200,0,0
bm25_1_dense_2_rrf_100_candidates_100_top_10,1.0,2.0,100,100,10,200,200,0,0.7075,0.93,0.9825,0.9875,0.9875,0.9925,0.8470833333333333,10,-0.05249999999999999,-0.029999999999999916,-0.0050000000000000044,-0.010000000000000009,-0.012499999999999956,-0.007499999999999951,-0.03758333333333341,2,19,179,159,147,12,0,6,0,1,0,2,False,1,12,187,3,14,0,6,194,1,7,1,2,197,1,2,1,3,196,1,3,0,3,197,0,3,0,2,198,0,2
bm25_1_dense_3_rrf_1_candidates_10_top_10,1.0,3.0,1,10,10,200,200,0,0.76,0.95,0.99,0.9925,1.0,1.0,0.8825,10,0.0,-0.010000000000000009,0.0024999999999999467,-0.0050000000000000044,0.0,0.0,-0.002166666666666761,0,4,196,159,159,0,0,2,0,0,0,1,False,0,0,200,0,0,1,3,196,2,4,1,0,199,1,0,0,1,199,0,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_1_candidates_20_top_10,1.0,3.0,1,20,10,200,200,0,0.76,0.95,0.99,0.995,1.0,1.0,0.8825,10,0.0,-0.010000000000000009,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.002166666666666761,0,4,196,159,159,0,0,2,0,0,0,1,False,0,0,200,0,0,1,3,196,2,4,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_1_candidates_50_top_10,1.0,3.0,1,50,10,200,200,0,0.76,0.95,0.99,0.995,1.0,1.0,0.8825,10,0.0,-0.010000000000000009,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.002166666666666761,0,4,196,159,159,0,0,2,0,0,0,1,False,0,0,200,0,0,1,3,196,2,4,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_1_candidates_100_top_10,1.0,3.0,1,100,10,200,200,0,0.76,0.95,0.99,0.995,1.0,1.0,0.8825,10,0.0,-0.010000000000000009,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.002166666666666761,0,4,196,159,159,0,0,2,0,0,0,1,False,0,0,200,0,0,1,3,196,2,4,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_5_candidates_10_top_10,1.0,3.0,5,10,10,200,200,0,0.755,0.9525,0.99,0.9975,1.0,1.0,0.8796666666666667,10,-0.0050000000000000044,-0.007499999999999951,0.0024999999999999467,0.0,0.0,0.0,-0.0050000000000000044,1,5,194,159,157,2,0,2,0,0,0,0,False,1,2,197,2,3,1,2,197,2,3,1,0,199,1,0,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_5_candidates_20_top_10,1.0,3.0,5,20,10,200,200,0,0.755,0.9525,0.99,0.995,1.0,1.0,0.8791666666666668,10,-0.0050000000000000044,-0.007499999999999951,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.005499999999999949,1,6,193,159,157,2,0,2,0,0,0,1,False,1,2,197,2,3,1,2,197,2,3,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_5_candidates_50_top_10,1.0,3.0,5,50,10,200,200,0,0.755,0.9525,0.99,0.995,1.0,1.0,0.8791666666666668,10,-0.0050000000000000044,-0.007499999999999951,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.005499999999999949,1,6,193,159,157,2,0,2,0,0,0,1,False,1,2,197,2,3,1,2,197,2,3,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_5_candidates_100_top_10,1.0,3.0,5,100,10,200,200,0,0.755,0.9525,0.99,0.995,1.0,1.0,0.8791666666666668,10,-0.0050000000000000044,-0.007499999999999951,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.005499999999999949,1,6,193,159,157,2,0,2,0,0,0,1,False,1,2,197,2,3,1,2,197,2,3,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_10_candidates_10_top_10,1.0,3.0,10,10,10,200,200,0,0.745,0.95,0.99,0.9975,1.0,1.0,0.8746666666666667,10,-0.015000000000000013,-0.010000000000000009,0.0024999999999999467,0.0,0.0,0.0,-0.010000000000000009,2,7,191,159,155,4,0,2,0,0,0,0,False,1,4,195,2,5,0,2,198,1,3,1,0,199,1,0,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_10_candidates_20_top_10,1.0,3.0,10,20,10,200,200,0,0.745,0.95,0.99,0.995,1.0,1.0,0.8741666666666668,10,-0.015000000000000013,-0.010000000000000009,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.010499999999999954,2,8,190,159,155,4,0,2,0,0,0,1,False,1,4,195,2,5,0,2,198,1,3,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_10_candidates_50_top_10,1.0,3.0,10,50,10,200,200,0,0.745,0.95,0.99,0.995,1.0,1.0,0.8741666666666668,10,-0.015000000000000013,-0.010000000000000009,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.010499999999999954,2,8,190,159,155,4,0,2,0,0,0,1,False,1,4,195,2,5,0,2,198,1,3,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_10_candidates_100_top_10,1.0,3.0,10,100,10,200,200,0,0.745,0.95,0.99,0.995,1.0,1.0,0.8741666666666668,10,-0.015000000000000013,-0.010000000000000009,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.010499999999999954,2,8,190,159,155,4,0,2,0,0,0,1,False,1,4,195,2,5,0,2,198,1,3,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_20_candidates_10_top_10,1.0,3.0,20,10,10,200,200,0,0.74,0.945,0.99,0.9975,1.0,1.0,0.8709166666666667,10,-0.020000000000000018,-0.015000000000000013,0.0024999999999999467,0.0,0.0,0.0,-0.01375000000000004,2,9,189,159,154,5,0,3,0,0,0,0,False,1,5,194,2,6,0,3,197,1,4,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_20_candidates_20_top_10,1.0,3.0,20,20,10,200,200,0,0.74,0.945,0.9875,0.995,1.0,1.0,0.8701666666666666,10,-0.020000000000000018,-0.015000000000000013,0.0,-0.0025000000000000577,0.0,0.0,-0.014500000000000068,2,10,188,159,154,5,0,3,0,0,0,1,False,1,5,194,2,6,0,3,197,1,4,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_20_candidates_50_top_10,1.0,3.0,20,50,10,200,200,0,0.74,0.9475,0.9875,0.995,1.0,1.0,0.8701666666666666,10,-0.020000000000000018,-0.012499999999999956,0.0,-0.0025000000000000577,0.0,0.0,-0.014500000000000068,2,10,188,159,154,5,0,3,0,0,0,1,False,1,5,194,2,6,1,3,196,1,3,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_20_candidates_100_top_10,1.0,3.0,20,100,10,200,200,0,0.74,0.9475,0.9875,0.995,1.0,1.0,0.8701666666666666,10,-0.020000000000000018,-0.012499999999999956,0.0,-0.0025000000000000577,0.0,0.0,-0.014500000000000068,2,10,188,159,154,5,0,3,0,0,0,1,False,1,5,194,2,6,1,3,196,1,3,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_40_candidates_10_top_10,1.0,3.0,40,10,10,200,200,0,0.74,0.945,0.99,0.9975,1.0,1.0,0.8700833333333334,10,-0.020000000000000018,-0.015000000000000013,0.0024999999999999467,0.0,0.0,0.0,-0.014583333333333282,2,9,189,159,154,5,0,3,0,0,0,0,False,1,5,194,2,6,0,3,197,1,4,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_40_candidates_20_top_10,1.0,3.0,40,20,10,200,200,0,0.74,0.945,0.98,0.995,1.0,1.0,0.8691666666666668,10,-0.020000000000000018,-0.015000000000000013,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.015499999999999958,2,10,188,159,154,5,0,3,0,1,0,1,False,1,5,194,2,6,0,3,197,1,4,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_40_candidates_50_top_10,1.0,3.0,40,50,10,200,200,0,0.74,0.9475,0.9825,0.995,0.995,1.0,0.869047619047619,10,-0.020000000000000018,-0.012499999999999956,-0.0050000000000000044,-0.0025000000000000577,-0.0050000000000000044,0.0,-0.015619047619047755,2,10,188,159,154,5,0,3,0,1,0,1,False,1,5,194,2,6,1,3,196,1,3,1,2,197,1,2,1,1,198,1,1,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_3_rrf_40_candidates_100_top_10,1.0,3.0,40,100,10,200,200,0,0.74,0.9475,0.9825,0.9925,0.995,1.0,0.869047619047619,10,-0.020000000000000018,-0.012499999999999956,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.015619047619047755,2,10,188,159,154,5,0,3,0,1,0,1,False,1,5,194,2,6,1,3,196,1,3,1,2,197,1,2,1,2,197,1,2,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_3_rrf_60_candidates_10_top_10,1.0,3.0,60,10,10,200,200,0,0.735,0.945,0.99,0.9975,1.0,1.0,0.8675833333333334,10,-0.025000000000000022,-0.015000000000000013,0.0024999999999999467,0.0,0.0,0.0,-0.01708333333333334,2,10,188,159,153,6,0,3,0,0,0,0,False,1,6,193,2,7,0,3,197,1,4,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_60_candidates_20_top_10,1.0,3.0,60,20,10,200,200,0,0.735,0.945,0.98,0.995,1.0,1.0,0.8666666666666667,10,-0.025000000000000022,-0.015000000000000013,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.018000000000000016,2,11,187,159,153,6,0,3,0,1,0,1,False,1,6,193,2,7,0,3,197,1,4,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_60_candidates_50_top_10,1.0,3.0,60,50,10,200,200,0,0.735,0.945,0.9825,0.9925,0.995,1.0,0.8663333333333334,10,-0.025000000000000022,-0.015000000000000013,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.018333333333333313,2,11,187,159,153,6,0,3,0,1,0,1,False,1,6,193,2,7,0,3,197,1,4,1,2,197,1,2,1,2,197,1,2,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_3_rrf_60_candidates_100_top_10,1.0,3.0,60,100,10,200,200,0,0.735,0.945,0.9825,0.9925,0.995,1.0,0.8663333333333334,10,-0.025000000000000022,-0.015000000000000013,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.018333333333333313,2,11,187,159,153,6,0,3,0,1,0,1,False,1,6,193,2,7,0,3,197,1,4,1,2,197,1,2,1,2,197,1,2,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_3_rrf_100_candidates_10_top_10,1.0,3.0,100,10,10,200,200,0,0.735,0.945,0.99,0.9975,1.0,1.0,0.8675833333333334,10,-0.025000000000000022,-0.015000000000000013,0.0024999999999999467,0.0,0.0,0.0,-0.01708333333333334,2,10,188,159,153,6,0,3,0,0,0,0,False,1,6,193,2,7,0,3,197,1,4,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_100_candidates_20_top_10,1.0,3.0,100,20,10,200,200,0,0.735,0.945,0.98,0.995,1.0,1.0,0.8666666666666667,10,-0.025000000000000022,-0.015000000000000013,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.018000000000000016,2,11,187,159,153,6,0,3,0,1,0,1,False,1,6,193,2,7,0,3,197,1,4,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_3_rrf_100_candidates_50_top_10,1.0,3.0,100,50,10,200,200,0,0.735,0.945,0.9825,0.9875,0.99,1.0,0.8658333333333332,10,-0.025000000000000022,-0.015000000000000013,-0.0050000000000000044,-0.010000000000000009,-0.010000000000000009,0.0,-0.01883333333333348,2,11,187,159,153,6,0,3,0,1,0,2,False,1,6,193,2,7,0,3,197,1,4,1,2,197,1,2,1,3,196,1,3,0,2,198,0,2,0,0,200,0,0
bm25_1_dense_3_rrf_100_candidates_100_top_10,1.0,3.0,100,100,10,200,200,0,0.735,0.945,0.9825,0.9875,0.9875,1.0,0.8658333333333332,10,-0.025000000000000022,-0.015000000000000013,-0.0050000000000000044,-0.010000000000000009,-0.012499999999999956,0.0,-0.01883333333333348,2,11,187,159,153,6,0,3,0,1,0,2,False,1,6,193,2,7,0,3,197,1,4,1,2,197,1,2,1,3,196,1,3,0,3,197,0,3,0,0,200,0,0
